Symbol,GSM8245471,GSM8245473,GSM8245474,GSM8245475,GSM8245476,GSM8245477,GSM8245478
FAM25EP,0,0,0,0,0,1,2
AGAP4,59,53,27,133,59,132,89
PARGP1-AGAP4,132,93,57,237,107,255,163
PARGP1,138,72,50,188,87,178,134
TIMM23,198,171,213,559,251,242,297
SNORA74C-1,4,2,8,20,3,6,10
NCOA4,1812,1041,2000,3140,2598,1117,1512
LOC105378287,0,2,0,2,0,2,1
MSMB,3,0,0,1,0,3,0
AGAP7P,43,25,25,76,42,72,71
ANTXRLP1,58,0,8,58,10,6,2
LOC105378577,1,0,0,0,0,0,0
ANTXRL,0,0,1,2,0,3,0
LOC107984026,73,53,62,284,115,132,169
FAM25BP,0,0,0,1,0,0,2
ANXA8L1,270,3,202,183,239,5,4438
LINC00842,46,5,31,19,34,6,200
HNRNPA1P33,22,0,10,20,5,3,54
LOC107987152,113,2,88,93,41,10,669
NPY4R,62,4,31,111,18,198,216
GPRIN2,35,4,16,134,7,335,88
SYT15,42,16,26,66,27,17,44
SYT15-AS1,9,2,8,9,10,10,19
LOC105378289,0,1,1,1,1,2,5
SHLD2P1,30,15,35,51,21,26,29
LINC02637,4,3,2,18,5,4,7
LOC101927584,0,0,0,0,0,6,0
FAM245B,5,0,1,27,1,3,0
GLUD1P2,4,4,7,15,3,9,5
BMS1P1,145,96,146,656,212,207,268
FRMPD2B,1,0,0,1,0,1,1
PTPN20,18,14,7,76,10,30,16
LOC105378291,4,0,0,0,0,1,0
LOC101929216,34,2,1,7,1,4,0
GDF10,11,0,0,13,2,1,0
GDF2,0,0,0,61,0,4,0
RBP3,0,0,1,2,0,0,0
ZNF488,3,9,2,36,1,17,4
LOC107001062,0,0,0,1,0,2,2
LINC03029,0,0,0,1,0,1,0
ANXA8,388,8,320,285,480,12,6413
FAM25G,0,0,0,2,2,0,0
BMS1P2-AGAP9,111,56,163,379,222,151,216
AGAP9,56,28,68,196,120,81,121
LOC107987147,161,95,179,484,301,191,326
BMS1P2,160,90,242,496,280,180,262
CTSLP2,1,1,0,2,1,0,5
LINC02675,0,1,0,7,0,3,2
SHLD2P3,72,35,92,136,90,71,64
LOC102724603,5,1,5,15,5,2,4
LOC102724593,3,1,6,4,6,3,12
SYT15B,73,31,39,71,41,30,79
NPY4R2,53,3,16,51,17,158,175
FAM25C,1,0,0,1,0,0,1
AGAP12P,33,23,15,64,29,39,57
FRMPD2,2,1,2,0,0,9,5
MAPK8,460,130,493,585,657,465,654
ARHGAP22,149,32,124,152,287,124,407
ARHGAP22-IT1,7,2,10,11,10,4,27
WDFY4,1399,32,439,702,828,244,552
LOC105378299,73,1,25,37,29,16,11
LRRC18,222,4,61,85,72,20,42
LOC105378298,19,3,9,13,14,3,11
MIR4294,0,0,0,0,0,1,0
VSTM4,253,135,282,368,199,184,445
FAM170B-AS1,4,0,1,0,2,6,0
FAM170B,1,0,1,1,0,1,0
TMEM273,169,8,90,133,116,64,44
C10orf71-AS1,0,0,0,3,0,0,0
C10orf71,0,1,0,130,0,7,0
DRGX,2,0,0,0,0,6,0
ERCC6,525,213,308,548,566,532,695
PGBD3,42,16,33,41,50,44,65
CHAT,0,0,0,0,1,4,0
SLC18A3,0,0,0,0,0,1,0
C10orf53,1,2,0,0,0,7,0
OGDHL,3,108,0,534,4,2,22
PARG,296,269,227,443,309,518,297
TIMM23B,163,102,170,265,242,225,266
TIMM23B-AGAP6,154,115,110,265,226,304,291
SNORA74C-2,8,4,10,21,6,7,8
AGAP6,81,63,51,157,122,187,176
FAM21EP,5,9,4,8,11,13,9
WASHC2A,688,505,486,834,645,888,822
ASAH2,23,26,14,24,9,48,16
SGMS1,464,142,403,558,593,247,440
SGMS1-AS1,32,15,22,55,18,17,18
LOC105378302,1,1,1,2,3,6,3
ASAH2B,37,45,29,88,30,92,43
A1CF,22,167,9,1698,1,291,14
PRKG1,460,122,986,540,778,327,604
LOC102724719,2,1,7,3,3,9,2
MIR605,11,5,15,7,23,13,4
CSTF2T,423,174,411,533,402,245,404
PRKG1-AS1,27,12,87,55,54,11,29
DKK1,14,8,71,71,69,62,113
LNCAROD,1,0,6,3,5,10,4
LOC105378305,6,0,12,9,25,11,9
MBL2,0,0,2,320,1,1,1
LOC105378307,0,0,0,1,2,2,1
LOC105378306,0,0,1,1,0,0,0
LOC105378308,0,16,0,0,0,6,0
LINC02672,0,0,0,1,0,1,0
LOC105378310,0,0,0,0,0,0,1
PCDH15,2,2,11,11,0,18,0
LOC105378311,0,0,0,2,0,1,0
MIR548F1,0,0,0,0,0,0,0
MTRNR2L5,0,0,0,0,0,5,0
ZWINT,27,127,22,112,20,164,52
MIR3924,0,0,0,0,0,0,0
LOC105378313,3,1,0,2,0,2,0
LOC105378314,0,0,0,2,0,0,0
IPMK,248,110,218,255,354,206,199
CISD1,61,111,97,188,91,80,148
LOC112268068,1,0,3,0,0,3,0
UBE2D1,160,85,167,214,184,199,116
TFAM,295,443,279,490,244,306,214
LOC105378316,0,0,0,1,0,0,5
BICC1,980,206,1689,985,1367,304,2288
LOC107984234,28,38,118,92,61,37,200
FAM133CP,85,18,68,68,66,61,108
LINC00844,0,0,1,37,0,0,0
LOC102724768,1,0,1,2,0,1,1
CCEPR,0,13,0,0,0,2,0
PHYHIPL,34,41,25,62,18,12,6
FAM13C,120,36,47,186,52,46,47
LOC102724778,0,2,1,0,0,0,2
LOC107984235,0,0,0,1,0,1,0
LOC105378318,0,0,0,0,0,1,0
LOC105378319,0,1,0,0,0,4,0
SLC16A9,27,82,36,122,20,7,5
MRLN,0,0,0,22,0,2,0
CCDC6,704,533,1065,1391,1176,991,1099
LINC01553,0,1,0,0,0,6,0
ANK3,408,298,319,965,320,544,1110
LOC107987153,19,8,15,15,9,17,44
LOC107984292,106,70,97,96,82,76,180
ANK3-DT,0,0,1,1,0,2,1
CDK1,35,203,37,193,45,176,68
RHOBTB1,280,88,327,428,348,454,261
LOC107984236,1,0,2,1,0,2,1
LINC00845,0,0,1,0,0,0,0
LOC105378323,0,2,0,0,0,0,0
TMEM26,18,5,29,35,21,16,6
TMEM26-AS1,2,1,3,5,3,5,1
CABCOCO1,9,4,12,5,4,2,2
LINC02625,1,10,5,8,4,2,0
ARID5B,2780,2358,4685,2721,6832,1590,5412
RTKN2,113,221,44,187,24,109,44
LOC105378326,2,7,2,12,1,8,3
LINC02621,0,0,0,1,0,0,0
LOC283045,0,1,1,1,0,3,1
ZNF365,4,20,47,52,25,19,165
LOC105378327,0,0,0,0,0,1,0
ADO,147,143,216,284,251,133,174
EGR2,379,11,211,349,622,57,388
LOC107984012,0,0,0,1,0,2,0
LOC105378328,0,0,0,0,0,0,0
NRBF2,154,84,168,267,195,111,209
JMJD1C,3954,896,3543,3973,4560,2328,4398
MIR1296,13,9,12,23,28,11,23
JMJD1C-AS2,11,10,15,23,17,24,21
JMJD1C-AS1,41,11,20,54,62,58,50
REEP3,766,246,1097,1636,1066,844,1133
LOC105378329,28,2,29,55,27,36,14
LOC101929846,9,1,2,8,4,8,10
LOC107984238,2,2,0,1,1,6,0
LOC101928859,2,1,0,5,0,4,0
LOC105378333,0,2,0,2,0,3,2
LOC105378335,0,0,0,0,0,2,0
LOC107984239,0,0,0,0,0,0,0
LOC105378336,0,0,0,0,0,3,0
ANXA2P3,0,0,0,0,0,0,0
LINC02671,0,0,0,1,0,0,0
LOC102724863,0,0,0,0,0,1,0
LOC105378337,0,0,0,0,0,0,0
LINC01515,12,23,17,12,9,21,18
LOC105378338,0,4,0,1,0,2,4
LOC105378339,2,3,1,3,1,11,3
CTNNA3,23,34,28,242,10,14,12
LOC105378340,0,3,5,47,3,11,1
LOC101928961,2,6,7,57,3,1,0
LRRTM3,8,8,7,99,6,5,1
MIR7151,0,0,0,6,0,0,0
TRS-TGA1-1,8,0,6,6,1,0,1
DNAJC12,21,7,30,126,19,37,168
SIRT1,512,165,479,732,680,275,341
HERC4,1074,541,1061,1389,1427,1223,1215
POU5F1P5,36,12,26,43,49,74,52
MYPN,0,1,0,590,0,9,0
LOC107984240,0,0,0,21,0,3,0
ATOH7,0,0,0,3,1,3,1
LINC02640,1,2,4,7,1,0,3
PBLD,101,64,75,605,118,116,129
HNRNPH3,819,346,642,904,888,682,733
RUFY2,445,200,499,529,536,423,594
DNA2,56,116,43,141,61,155,60
SLC25A16,318,301,343,735,382,356,419
TET1,251,96,219,149,294,100,111
CCAR1,947,743,741,1230,1083,1580,1277
SNORD98,15,16,22,19,7,9,18
STOX1,36,3,7,16,12,16,4
DDX50,508,283,522,643,661,467,567
DDX21,1555,1215,2055,2370,3415,1670,1897
KIFBP,186,103,267,317,331,166,386
LOC105378342,3,0,4,1,7,0,2
SRGN,1376,64,2325,1027,6911,336,3637
VPS26A,449,311,517,530,717,468,566
SUPV3L1,181,184,175,281,191,174,226
LOC101928994,3,10,1,14,1,36,2
HKDC1,54,445,43,374,4,1014,134
HK1,735,83,829,1303,1599,702,2773
TACR2,11,2,20,15,29,16,25
TSPAN15,228,181,162,819,133,943,332
LOC105378345,9,0,9,16,4,64,18
NEUROG3,1,0,2,1,0,12,2
LOC101929021,1,0,2,1,0,3,2
FAM241B,11,0,1,10,3,35,25
LINC02651,0,0,0,0,0,0,0
COL13A1,34,14,27,77,136,92,155
LOC105378347,1,1,2,5,7,11,4
LOC107984242,3,3,4,18,9,12,20
LINC02636,7,4,2,4,3,10,5
MACROH2A2,50,79,64,69,64,110,134
AIFM2,190,143,42,137,68,299,142
TYSND1,120,109,57,201,58,215,79
SAR1A,918,518,1261,1480,1504,791,1481
PPA1,626,910,458,1319,541,992,1078
NPFFR1,12,4,4,37,8,11,8
LRRC20,26,43,16,96,30,128,51
EIF4EBP2,1741,1053,1323,2165,1467,1919,1537
NODAL,20,6,17,6,10,21,19
PALD1,338,170,394,359,798,868,1119
PRF1,102,9,88,80,170,49,96
ADAMTS14,32,181,108,336,518,213,3886
TBATA,1,8,5,3,25,11,172
SGPL1,643,465,825,1201,1013,822,1638
PCBD1,69,237,76,266,84,151,132
LINC02622,0,0,1,0,0,0,3
LOC105378350,0,0,0,0,0,1,0
LOC105378351,0,0,0,0,0,1,0
UNC5B,514,150,936,888,726,611,2034
UNC5B-AS1,7,12,6,13,4,6,25
LOC107987148,11,13,11,15,19,9,63
LOC112268061,103,49,104,110,128,121,453
SLC29A3,64,38,38,98,88,116,60
LOC105378353,20,9,7,29,17,36,12
CDH23,551,71,263,425,2282,129,410
LOC105378356,0,0,3,16,8,0,4
CDH23-AS1,0,0,0,2,4,0,2
LOC105378355,1,0,1,1,12,2,4
C10orf105,31,6,16,48,187,19,27
VSIR,713,123,602,628,1684,230,1297
MIR7152,5,1,1,8,27,2,0
PSAP,9364,2433,9400,11489,18890,6391,19565
CHST3,276,106,353,474,703,153,1540
SPOCK2,859,21,582,598,469,94,4075
ASCC1,263,128,239,374,255,285,283
ANAPC16,552,304,522,821,561,477,454
DDIT4,1020,374,779,966,3789,1307,10658
DNAJB12,314,199,203,439,487,372,624
MICU1,321,199,399,695,431,376,541
MCU,252,209,210,805,211,491,339
MIR4676,3,0,0,8,0,1,1
OIT3,2,3,0,218,4,6,5
PLA2G12B,2,13,0,95,0,1,2
P4HA1,520,213,933,980,1539,542,2239
NUDT13,121,74,123,193,140,113,104
SNORA11F,5,16,17,26,17,15,8
ECD,324,160,302,491,437,290,450
FAM149B1,230,236,263,433,242,453,266
LOC105378358,11,7,8,9,2,17,8
DNAJC9,84,168,79,180,78,204,75
DNAJC9-AS1,32,19,19,46,24,39,25
MRPS16,263,378,271,526,265,591,390
CFAP70,60,20,37,74,50,52,78
ANXA7,719,323,749,1005,782,711,1078
MSS51,81,37,34,188,39,83,78
PPP3CB,684,388,611,779,622,430,548
PPP3CB-AS1,73,63,62,161,54,87,293
USP54,307,521,392,1453,439,954,4589
MYOZ1,1,1,6,713,2,1,4
SYNPO2L,2,3,7,181,7,10,34
SYNPO2L-AS1,1,1,1,10,1,2,0
BMS1P4-AGAP5,130,77,73,205,112,237,172
AGAP5,34,19,15,65,37,82,56
BMS1P4,76,50,41,113,60,119,100
GLUD1P3,33,12,24,25,31,35,23
SEC24C,850,378,488,1244,950,1275,1416
FUT11,162,43,231,240,370,166,569
LOC107984243,2,3,3,5,5,14,7
CHCHD1,54,60,71,147,90,111,113
ZSWIM8,726,191,482,1101,1224,1253,2010
ZSWIM8-AS1,138,31,82,180,174,223,346
NDST2,403,72,310,393,557,363,1221
CAMK2G,220,284,160,472,198,847,447
PLAU,574,35,546,696,276,383,1982
C10orf55,145,7,114,126,55,98,411
VCL,2119,1193,2675,4410,4329,2768,5318
LOC107984244,74,13,36,80,41,37,64
AP3M1,430,248,385,546,452,456,438
ADK,235,146,156,427,170,185,199
LOC102723439,23,6,12,26,13,13,21
KAT6B,692,275,437,556,624,521,567
LOC101929165,42,15,21,42,32,35,26
SNORD172,3,0,1,2,3,2,2
DUSP29,8,4,3,11,2,5,5
DUSP13,2,0,0,59,0,3,0
SAMD8,782,266,889,600,1024,448,1258
VDAC2,428,489,490,823,579,626,1110
COMTD1,21,152,13,65,41,82,46
ZNF503,64,88,50,90,99,172,193
ZNF503-AS1,5,74,1,12,0,48,1
ZNF503-AS2,8,12,10,6,8,25,14
LOC101929234,1,7,1,5,2,14,2
LOC107984293,7,3,7,2,2,11,4
LRMDA,84,24,101,111,176,75,432
MIR606,9,2,6,12,20,7,54
LOC105378367,48,8,32,45,72,14,184
LOC112268057,26,8,38,34,91,15,164
KCNMA1,342,111,1186,833,1398,121,1117
KCNMA1-AS1,10,1,12,8,5,0,8
KCNMA1-AS2,2,0,15,3,17,4,7
KCNMA1-AS3,9,9,40,39,68,4,75
LOC105378369,22,5,77,76,185,15,192
LOC105378372,0,0,1,0,4,3,8
DLG5,546,440,424,900,1143,1234,4566
LOC101929347,9,13,7,17,17,19,62
DLG5-AS1,3,6,2,5,0,8,21
POLR3A,314,260,198,465,326,546,535
RPS24,3764,5883,4277,4784,5547,4748,3502
LOC105378373,7,0,0,3,3,6,5
LOC105378374,13,2,2,6,6,19,21
LOC105378375,3,0,0,0,0,3,6
LINC00856,2,0,3,2,0,0,1
LINC00595,0,1,0,0,0,1,1
LOC107984245,1,6,6,4,3,4,1
LOC105378378,0,0,0,1,0,4,0
LOC107984246,0,1,0,0,0,0,0
LOC105378379,0,0,0,14,0,0,0
ZMIZ1-AS1,7,12,5,32,8,60,16
LOC112268062,4,6,7,5,4,29,9
ZMIZ1,991,523,613,1065,1702,1167,2474
LOC107984247,81,49,76,75,117,51,134
PPIF,176,292,153,576,393,391,379
ZCCHC24,619,151,700,727,836,250,760
LOC105378383,0,2,0,2,1,2,4
LOC729815,0,0,0,0,0,1,0
EIF5AL1,27,20,37,82,69,62,46
SFTPA2,4,9,4,9,2,4,1
SFTPA1,0,0,1,4,9,5,9
LINC02679,3,3,9,6,7,7,11
LOC101929506,76,41,119,92,91,94,69
BEND3P3,126,117,128,198,247,300,245
NUTM2B-AS1,283,174,329,413,353,366,326
LOC107984248,49,30,52,59,69,74,84
NUTM2B,54,46,36,78,97,112,120
LOC642361,22,18,18,30,29,25,29
NUTM2E,59,40,67,90,106,99,136
BMS1P21,5,2,3,31,6,9,1
MBL1P,8,0,2,40,6,6,1
SFTPD,4,0,2,13,8,3,8
TMEM254-AS1,19,7,4,30,11,12,15
TMEM254,95,88,70,95,73,64,83
PLAC9,64,13,39,117,43,52,42
ANXA11,1569,1092,1156,2831,1657,2871,2608
LINC00857,6,36,13,23,20,45,17
LOC100130698,0,0,1,0,0,3,0
MAT1A,1,11,0,7975,2,1,2
DYDC1,0,1,0,0,0,5,0
DYDC2,0,1,1,0,0,0,0
PRXL2A,495,39,142,791,208,554,259
TSPAN14,785,299,459,1193,920,1081,1143
TSPAN14-AS1,12,0,3,14,8,4,12
SH2D4B,11,0,5,5,17,12,17
LOC105378387,0,0,0,0,0,1,0
LINC02655,0,0,0,0,0,4,0
LOC105378390,0,0,0,0,0,5,0
NRG3,3,3,5,31,4,19,2
LOC107984294,4,1,9,38,0,4,2
NRG3-AS1,0,0,0,3,0,1,0
LOC107984187,0,0,0,0,0,0,0
LOC105378392,0,0,0,0,0,1,0
LOC105378394,0,1,1,0,0,2,4
LOC105378393,0,0,1,0,0,0,3
LOC105378396,0,0,0,0,0,0,0
LINC02650,0,1,0,1,0,0,0
LOC107984181,0,0,0,0,0,1,0
LOC105378398,0,0,0,0,0,1,0
LOC105378399,0,0,0,0,0,0,0
GHITM,626,827,631,1171,726,655,676
CERNA2,1,0,0,3,1,1,17
GPR15LG,0,1,0,1,0,12,9
CDHR1,14,26,8,8,8,60,66
LRIT2,0,0,0,0,0,1,0
LRIT1,0,0,0,0,0,1,0
RGR,0,2,0,0,0,7,0
LINC00858,2,28,0,18,0,3,0
CCSER2,958,370,1049,1182,1278,695,958
LOC105378400,0,0,0,0,0,1,0
LOC105378401,0,1,0,0,0,0,0
LOC107984249,0,0,0,0,0,1,0
LINC01519,0,0,0,1,0,5,0
LOC105378402,0,0,0,0,0,0,0
LOC105378403,0,0,0,1,0,3,0
LINC02647,0,0,0,0,0,2,0
LOC101929662,0,0,0,0,0,5,0
LINC01520,0,0,0,0,0,3,0
LOC105378404,0,1,4,5,0,4,0
GRID1-AS1,3,1,3,0,0,2,3
GRID1,50,0,24,16,36,31,62
MIR346,0,0,0,0,2,0,0
WAPL,1208,691,1189,1467,1527,1181,1332
LOC105378408,1,0,0,0,1,2,0
LOC105378407,0,1,0,0,0,4,0
LOC105378406,0,0,0,0,0,1,0
OPN4,0,1,2,3,12,7,51
LOC105378409,0,0,0,0,1,0,4
LDB3,24,7,22,939,33,12,46
BMPR1A,397,260,511,585,388,333,509
MMRN2,554,202,140,411,244,245,337
SNCG,55,32,11,61,55,23,54
ADIRF,255,229,73,147,129,109,157
AGAP11,346,260,89,173,213,108,169
FAM25A,0,1,1,3,1,2,3
GLUD1,982,673,1537,3015,2406,1316,1379
SHLD2,473,339,624,812,735,547,539
LOC105378410,28,16,31,32,18,19,28
NUTM2A,129,70,105,203,248,47,311
NUTM2A-AS1,108,67,91,173,152,8,228
LINC00863,45,25,26,75,62,15,126
NUTM2D,65,37,45,134,120,34,194
FAM245A,0,0,0,2,0,0,0
LOC112268063,111,51,106,144,110,20,177
LOC112268064,5,3,7,6,5,5,3
MIR4678,0,0,0,2,0,0,0
MINPP1,85,74,80,210,118,78,118
LOC105378412,0,0,0,0,1,4,0
PAPSS2,458,229,731,1112,1295,607,966
ATAD1,552,373,527,813,588,671,646
CFL1P1,2,1,1,1,0,4,5
KLLN,15,11,11,25,10,15,12
PTEN,2479,902,2613,2754,2245,1146,1691
LOC107987150,289,90,314,338,200,160,348
LOC105378414,3,0,4,2,3,2,2
LOC105378415,4,1,9,13,12,39,3
LOC105378416,1,0,0,1,0,2,0
LOC101929727,24,1,7,396,9,11,16
RNLS,167,35,134,1872,125,63,119
LIPJ,8,3,4,28,4,8,4
LIPF,0,0,1,2,0,6,0
LIPK,0,0,2,2,3,8,0
LIPN,8,1,36,25,77,10,33
LIPM,4,12,20,30,4,68,8
ANKRD22,25,57,77,205,6,299,51
STAMBPL1,247,166,120,270,94,404,92
LOC105379869,5,2,2,14,3,10,0
ACTA2-AS1,427,526,1386,1010,926,401,1301
ACTA2,1191,1517,3589,3004,2452,1304,3735
FAS,552,107,712,265,698,204,838
FAS-AS1,10,3,24,9,21,12,29
MIR4679-2,0,0,0,0,0,0,0
MIR4679-1,0,0,0,0,0,0,0
LOC105378418,1,0,0,0,0,0,0
CH25H,61,1,74,54,300,8,131
LIPA,583,268,945,876,796,440,500
LOC105378419,7,0,6,10,2,4,4
IFIT2,109,20,119,98,80,62,82
IFIT3,134,26,213,132,99,95,138
LOC101926887,22,0,13,26,11,15,18
IFIT1B,4,0,1,20,3,1,6
IFIT1,140,12,178,145,131,71,146
LOC107984251,13,5,18,42,15,14,9
IFIT5,175,50,208,274,235,110,174
SLC16A12,7,37,4,157,8,12,13
SLC16A12-AS1,0,2,0,7,1,0,1
PANK1,33,178,28,622,23,245,22
MIR107,0,0,0,0,0,0,0
PANK1-AS1,0,4,1,3,2,20,0
FLJ37201,4,5,5,8,0,8,1
KIF20B,189,488,152,402,141,409,115
LOC105378424,0,0,0,1,0,3,0
LINC00865,39,8,15,15,7,8,10
LINC01374,5,0,2,2,7,3,2
LINC01375,10,2,16,8,9,6,1
LOC105378426,4,1,7,3,4,8,0
LINC02653,0,0,3,0,0,3,1
HTR7,21,1,17,14,42,12,74
RPP30,167,105,135,172,108,99,123
ANKRD1,2,4,12,821,23,9,74
XLOC_008559,0,0,0,0,0,1,1
LOC107984252,0,0,0,0,0,0,0
LOC105378430,0,0,0,0,0,1,0
LINC00502,0,0,0,0,0,4,0
LOC105378429,1,0,4,3,5,4,0
NUDT9P1,10,1,4,7,4,1,3
PCGF5,1005,312,1263,1177,1461,501,974
HECTD2-AS1,4,0,0,6,1,8,2
HECTD2,294,49,691,327,866,96,604
LOC105378433,1,0,0,16,0,3,3
PPP1R3C,24,4,35,187,45,18,117
LOC107984253,0,0,0,1,0,2,0
TNKS2-DT,1,0,2,1,0,4,1
TNKS2,1325,588,1289,1547,1480,1071,1525
FGFBP3,6,14,8,22,5,20,7
BTAF1,1685,539,1502,2096,2358,1671,2283
CPEB3,188,76,204,442,218,144,157
LOC107984254,23,5,22,35,16,18,20
MARCHF5,244,146,272,318,273,196,263
MARK2P9,0,0,0,4,3,1,2
IDE,483,476,481,936,517,741,617
KIF11,85,382,63,300,50,284,106
HHEX,78,6,50,132,61,16,23
EXOC6,262,254,166,415,155,235,134
CYP26C1,3,6,2,7,4,3,4
CYP26A1,2,0,25,29,24,0,11
MYOF,2148,652,3876,4820,5183,3989,6799
CEP55,32,138,38,208,29,219,58
LOC105378436,1,0,1,0,0,0,0
FFAR4,16,51,4,385,4,44,44
RBP4,141,18,38,6573,14,66,24
PDE6C,23,5,8,17,8,21,16
FRA10AC1,272,144,155,271,195,241,224
LOC101927013,0,0,0,0,0,1,0
LGI1,0,0,0,8,2,2,0
LOC105378437,0,1,0,13,0,6,0
SLC35G1,23,48,21,84,20,56,24
PIPSL,15,4,9,18,20,20,14
LOC105378438,0,1,0,1,0,4,0
PLCE1,429,290,399,887,496,366,288
PLCE1-AS2,11,19,13,27,10,9,4
LOC107984255,5,9,4,29,8,5,5
PLCE1-AS1,12,9,8,21,10,7,8
NOC3L,396,286,326,558,470,286,424
TBC1D12,321,139,334,346,429,292,344
HELLS,255,727,192,645,225,577,311
CYP2C18,33,22,26,509,0,41,9
CYP2C19,7,94,8,2091,1,30,3
CYP2C9,3,68,14,4514,0,18,3
LOC107984256,0,0,0,2,0,2,0
CYP2C8,5,3,4,3502,11,7,5
LOC107984258,21,7,29,27,22,28,29
LOC107984257,47,10,28,45,54,19,71
ACSM6,63,5,35,32,65,24,86
PDLIM1,749,352,612,1120,1263,707,3197
SORBS1,1140,407,410,1458,381,776,2207
ALDH18A1,375,575,493,972,656,916,1309
TCTN3,223,190,335,445,338,249,450
ENTPD1,1054,213,856,1333,993,576,2960
ENTPD1-AS1,126,28,90,116,110,59,268
CC2D2B,163,75,76,223,99,122,459
CCNJ,130,99,160,264,142,167,209
MIR3157,0,0,0,0,0,1,0
ZNF518A,844,804,627,1754,679,1449,494
BLNK,236,67,47,434,91,83,42
DNTT,0,0,0,2,0,1,0
OPALIN,0,0,1,0,0,12,0
TLL2,3,4,5,31,5,15,14
TM9SF3,2426,2364,2744,5757,2572,2934,2410
LOC105378443,145,99,92,142,139,83,54
PIK3AP1,500,368,261,531,568,408,353
RPL13AP5,285,334,291,542,476,406,370
MIR607,0,0,0,0,0,0,0
LOC102723665,9,7,8,27,11,25,11
LCOR,1338,1068,1132,2098,1300,2835,1283
SLIT1,29,6,10,15,28,24,33
LOC105378444,2,0,0,3,1,6,3
SLIT1-AS1,0,0,1,0,0,2,2
ARHGAP19-SLIT1,44,34,17,37,28,46,46
LOC112268065,0,0,0,0,3,1,0
LOC105378447,7,10,0,6,0,8,8
ARHGAP19,188,137,125,152,128,131,139
FRAT1,37,27,36,53,80,46,62
FRAT2,55,157,30,140,60,156,120
LOC105378448,1,0,1,2,2,0,1
RRP12,415,247,261,716,1105,612,1496
LOC644215,7,3,3,9,10,12,17
PGAM1,430,393,557,791,968,619,1937
EXOSC1,123,103,89,187,139,180,143
ZDHHC16,170,123,121,318,177,250,297
MMS19,528,441,436,804,765,839,1373
UBTD1,42,11,76,95,155,41,343
ANKRD2,0,2,3,48,9,1,7
HOGA1,17,9,6,117,6,2,24
C10orf62,0,1,0,8,1,0,0
MORN4,14,25,19,33,21,18,41
PI4K2A,347,102,382,432,857,291,935
AVPI1,119,68,93,415,328,91,413
MARVELD1,236,78,543,467,632,339,910
ZFYVE27,353,311,212,810,393,914,985
SFRP5,4,3,7,20,1,5,4
LOC107984260,0,0,0,6,0,5,7
GOLGA7B-DT,0,2,0,4,0,3,1
GOLGA7B,16,29,23,203,20,107,107
CRTAC1,23,3,64,69,37,42,133
MIR3085,1,0,0,0,0,0,2
R3HCC1L,365,139,249,436,277,463,313
LOXL4,124,24,129,135,404,57,712
LOC105378449,0,0,0,1,0,0,0
PYROXD2,119,250,75,179,153,351,230
MIR1287,1,3,2,2,4,5,5
HPS1,368,344,218,546,477,557,661
MIR4685,2,1,1,1,2,2,1
HPS1-AS1,5,6,5,11,12,5,17
HPSE2,4,1,0,2,1,8,2
MIR6507,0,0,0,0,0,0,0
CNNM1,12,3,8,8,33,9,34
GOT1,90,278,64,814,91,242,144
LOC107984261,13,37,10,119,14,36,30
GOT1-DT,19,50,21,73,12,72,30
LINC01475,1,1,0,0,1,7,0
NKX2-3,7,0,2,2,4,10,0
SLC25A28,238,92,210,474,306,283,475
LOC105378450,0,2,1,12,2,3,0
ENTPD7,365,173,1088,1132,1198,506,2215
COX15,372,335,482,708,533,523,976
CUTC,169,56,150,280,123,106,210
ABCC2,38,27,34,2206,43,121,29
DNMBP,586,306,612,1183,1678,1119,1530
DNMBP-AS1,87,9,91,86,295,63,195
CPN1,0,0,0,89,0,3,0
ERLIN1,225,159,242,885,401,312,290
CHUK,343,259,364,553,364,351,350
CWF19L1,217,148,179,352,259,210,231
SNORA12,210,56,240,308,233,150,163
BLOC1S2,170,166,231,253,204,111,244
PKD2L1,2,6,0,9,5,9,2
SCD,729,1105,345,2993,239,6373,1048
OLMALINC,6,12,6,27,9,73,6
WNT8B,15,10,3,10,2,11,8
LOC105378452,4,2,4,9,3,3,2
SEC31B,305,284,121,387,190,400,417
NDUFB8,259,281,274,492,344,274,409
HIF1AN,544,444,392,985,512,818,682
PAX2,0,7,0,0,0,4,0
SLF2,625,568,569,1024,595,527,479
SEMA4G,67,362,43,438,13,633,119
MIR608,0,3,0,1,0,3,1
MRPL43,116,157,111,330,102,283,161
TWNK,46,107,54,223,126,182,65
LZTS2,266,533,163,510,570,531,1110
PDZD7,19,54,20,40,30,58,65
SFXN3,355,241,411,722,730,954,1084
LOC107984262,2,34,2,17,2,18,0
KAZALD1,25,73,10,109,5,41,13
TLX1NB,0,9,0,1,0,4,0
TLX1,0,25,0,3,0,32,0
LINC01514,0,0,0,1,0,3,0
LBX1,0,0,0,2,0,0,3
LBX1-AS1,0,0,0,4,0,2,35
LINC02681,0,1,0,0,0,1,0
LOC105378453,0,1,0,0,0,1,0
BTRC,281,138,238,497,287,280,558
POLL,117,88,73,250,137,220,283
DPCD,59,43,52,120,68,79,194
MIR3158-2,0,0,0,0,0,0,0
MIR3158-1,0,0,0,0,0,0,0
FBXW4,329,108,183,548,323,391,511
LOC105378456,2,12,0,1,0,0,0
LOC105378455,2,7,1,1,0,3,0
LOC105378458,1,0,0,0,0,1,0
